country,year,yearcode,urbpop,urbpopgr,gdpgr,gdppcgr,gnigr,gnipcgr,tradegdp,realir,infl,inflgdpdef,birthrate,unemp,gini,gdp_pppcidmil,gdppc_pppcid,or_percentgdp,gniatlas_curmil,popmil,popgr,landarea,lfb,health_pccur
Albania,2006,YR2006,45.44,1.888646746,5,4.507466403,5.986303515,5.48914337,74.24166588,10.73060028,2.370728319,1.995241221,13.283,,,21487463112.4816,6807.139157,2.241729703,2970,3156607,0.470183247,27400,76.30963415,191.7797291
Albania,2007,YR2007,46.08,1.811442949,5.9,5.463726072,6.251518406,5.813796336,83.74189241,11.83597173,2.932682482,2.024081357,13.041,13.5,,22765656654.3429,7182.354178,2.373818003,3310,3169665,0.412818752,27400,76.47341463,232.1804388
Albania,2008,YR2008,46.72,1.748782656,7.7,7.302835987,5.821248986,5.431013221,85.63059422,8.296917496,3.359242418,4.360904563,12.886,13,34.51,26020593173.7526,8178.983375,2.767340915,3820,3181397,0.369450443,27400,76.6207561,275.1425204
Albania,2009,YR2009,47.36,1.715940125,3.3,2.933549231,0.41798118,0.061754205,82.82688027,10.68188432,2.280502222,1.788053072,12.802,13.80000019,,27398637780.7343,8581.589377,1.67231814,3960,3192723,0.35537492,27400,76.76109756,259.5825848
Albania,2010,YR2010,48,1.703752711,3.5,3.103535257,3.571106016,3.174368896,81.52504397,9.049919573,3.552267388,3.45934259,12.764,,,27537900862.0317,8592.168756,3.026983202,3960,3205000,0.361450678,27400,76.90095122,240.8247849
Albania,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Algeria,1993,YR1993,54.44,3.721133279,-2.100000755,-4.304952983,-1.223966032,-3.448648747,44.92281337,,20.54032612,13.62442466,27.675,23.20000076,,120569482584.9010,4437.611816,7.075001633,1760,27169903,2.278000001,2381740,67.976,
Algeria,1994,YR1994,55.22,3.539114996,-0.899996563,-2.975419388,-1.348822245,-3.414845443,48.58443779,-10.13161272,29.04765612,29.07764734,26.201,24.39999962,,121917094953.6540,4393.236897,7.842671869,1650,27751086,2.116512124,2381740,68.21787805,
Algeria,1995,YR1995,56,3.331613236,3.79999481,1.816917357,2.914402993,0.948244589,55.19100521,-7.902165918,29.77962649,28.5770375,24.769,27.89999962,35.33,129494059104.0620,4577.121842,8.875614916,1580,28291591,1.928964812,2381740,68.46587805,62.11366945
Algeria,1996,YR1996,56.76,3.083439821,4.099998477,2.309008053,3.785000568,1.999429531,53.70514788,-4.049207354,18.67907586,24.02190406,23.469,,,137190313103.1190,4765.727729,10.24797961,1540,28786855,1.735423665,2381740,68.7344878,61.82793227
Algeria,1997,YR1997,57.52,2.901939229,1.099999927,-0.476719255,1.729614863,0.143076433,52.24391151,8.136645367,5.733522754,7.001963063,22.373,25.39999962,,141373209734.6560,4834.442807,9.313396217,1530,29242917,1.571853117,2381740,69.02565854,66.9556687
Algeria,1998,YR1998,58.28,2.774980682,5.100003607,3.574252743,5.736493527,4.201502654,45.09445056,15.1040086,4.950161638,-3.131088695,21.526,,,150542386685.5140,5073.260737,5.717387329,1570,29673694,1.462353891,2381740,69.33836585,66.0439756
Algeria,1999,YR1999,59.04,2.71875504,3.200001534,1.741727264,2.734825793,1.283124719,50.49278691,-0.095986891,2.645511134,10.85640762,20.943,,,157636652997.0860,5237.270362,8.537933028,1560,30099010,1.423135143,2381740,69.67304878,62.57856265
Algeria,2000,YR2000,59.8,2.713335082,2.200000704,0.744621471,1.362739803,-0.080716415,62.52959173,-11.71614895,0.339163189,24.59809885,20.616,29.79999924,,164590289565.8030,5390.424514,13.74102582,1600,30533827,1.434287016,2381740,70.02417073,62.66455429
Algeria,2001,YR2001,60.5,2.621585097,2.599995168,1.115126978,4.378289637,2.867685257,57.84963413,8.726725181,4.225988349,0.711209518,20.51,27.29999924,,172698139714.6500,5574.105831,11.0480275,1680,30982214,1.457814689,2381740,70.38112195,67.87519037
Algeria,2002,YR2002,61.2,2.623027104,4.700004652,3.169443155,4.070321735,2.548965285,60.47612109,6.552099913,1.418301923,1.906328849,20.543,25.89999962,,183752420653.6370,5844.199128,12.21771988,1750,31441848,1.472644656,2381740,70.72990244,65.94518557
Algeria,2003,YR2003,61.9,2.626117275,6.900001663,5.320243961,6.693723898,5.117014549,62.14074897,-0.183526324,4.268953958,8.323802693,20.638,23.70000076,,200665173647.0910,6287.790828,14.5981264,1940,31913462,1.488818258,2381740,71.059,77.35497853
Algeria,2004,YR2004,62.6,2.625361142,5.199997104,3.632890962,4.877044661,3.314749363,65.72400811,-2.37670176,3.961800303,10.62932921,20.745,20.10000038,,217081747202.8830,6700.871267,17.04515043,2280,32396048,1.500851301,2381740,71.36490244,98.0247722
Algeria,2005,YR2005,63.3,2.620511289,5.099999286,3.526457623,3.871256552,2.316111443,71.9162555,-7.263706268,1.382446567,16.45925846,20.816,15.30000019,,235762969399.8590,7168.564544,21.60786842,2720,32888449,1.508506185,2381740,71.64614634,111.2355322
Algeria,2006,YR2006,63.94,2.525328534,2,0.461979494,2.872971254,1.321787535,70.12453008,-2.949971805,2.314524087,11.28281156,20.822,12.30000019,,248299854813.8020,7435.918689,23.07750843,3120,33391954,1.519347086,2381740,71.90529268,109.8458064
Algeria,2007,YR2007,64.58,2.525448211,3,1.436615727,5.772513924,4.167047081,69.90255151,0.623253738,3.673827269,7.331055187,20.761,13.80000019,,263270594919.1750,7764.581412,22.01059657,3620,33906605,1.529486041,2381740,72.15090244,140.8509706
Algeria,2008,YR2008,65.22,2.512257194,2.4,0.849120722,,,69.18228742,-5.760954523,4.862990528,14.60217944,20.634,11.30000019,,275461148301.3760,8001.072507,23.08234118,4260,34428028,1.526116691,2381740,72.38904878,185.8482335
Algeria,2009,YR2009,65.86,2.481738204,2.4,0.870189442,,,54.11005755,21.71292167,5.734333414,-11.2666112,20.432,10.19999981,,287215165597.9560,8217.847926,15.51521008,4470,34950168,1.505227546,2381740,72.6227561,180.5442706
Algeria,2010,YR2010,66.5,2.438414112,3.3,1.79182233,,,52.32708451,-7.093271143,3.913043478,16.24561679,20.154,11.39999962,,299097199311.2740,8432.874685,17.60137385,4390,35468000,1.471347041,2381740,72.85253659,178.2450655
Algeria,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
American Samoa,1993,YR1993,83.54,3.354768171,,,,,,,,,,,,,,,,50801,2.295793172,200,,
American Samoa,1994,YR1994,84.42,3.159247291,,,,,,,,,,,,,,,,51885,2.111369163,200,,
American Samoa,1995,YR1995,85.3,3.010282571,,,,,,,,,,,,,,,,52919,1.973271156,200,,
American Samoa,1996,YR1996,86,2.655942975,,,,,,,,,,,,,,,,53901,1.8386588,200,,
American Samoa,1997,YR1997,86.7,2.526799643,,,,,,,,,,,,,,,,54834,1.71614089,200,,
American Samoa,1998,YR1998,87.4,2.451867958,,,,,,,,,,,,,,,,55745,1.64772807,200,,
American Samoa,1999,YR1999,88.1,2.438156078,,,,,,,,,,,,,,,,56667,1.64043105,200,,
American Samoa,2000,YR2000,88.8,2.467858766,,,,,,,,,,5.099999905,,,,,,57625,1.67644706,200,,
American Samoa,2001,YR2001,89.3,2.295601458,,,,,,,,,,,,,,,,58633,1.734117669,200,,
American Samoa,2002,YR2002,89.8,2.340005066,,,,,,,,,,,,,,,,59687,1.781656323,200,,
American Samoa,2003,YR2003,90.3,2.36003098,,,,,,,,,,,,,,,,60774,1.804782469,200,,
American Samoa,2004,YR2004,90.8,2.341133159,,,,,,,,,,,,,,,,61871,1.78895064,200,,
American Samoa,2005,YR2005,91.3,2.297129946,,,,,,,,,,,,,,,,62962,1.747979747,200,,
American Samoa,2006,YR2006,91.64,2.077166146,,,,,,,,,21.6,,,,,,,64045,1.705459148,200,,
American Samoa,2007,YR2007,91.98,2.05026158,,,,,,,,,,,,,,,,65130,1.679931128,200,,
American Samoa,2008,YR2008,92.32,2.024159565,,,,,,,,,,,,,,,,66217,1.6551955,200,,
American Samoa,2009,YR2009,92.66,2.007737652,,,,,,,,,,,,,,,,67312,1.640129929,200,,
American Samoa,2010,YR2010,93,1.998926587,,,,,,,,,,,,,,,,68420,1.63266527,200,,
American Samoa,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Andorra,1993,YR1993,94.1,4.690852053,-1.031491714,-5.767037775,,,,,,4.537241081,,,,,,,18830,60670,4.903166358,470,,
Andorra,1994,YR1994,93.9,3.731807849,2.383195277,-1.576770175,,,,,,3.879842061,,,,,,,17770,63111,3.944573887,470,,
Andorra,1995,YR1995,93.7,2.271846765,2.757493977,0.235369981,,,,,,4.933129822,,,,,,,17600,64699,2.485066462,470,,219.0709046
Andorra,1996,YR1996,93.44,0.534907804,4.649741959,3.802622457,,,,,,0.797182778,,,,,,,18710,65227,0.812774821,470,,1483.284244
Andorra,1997,YR1997,93.18,-0.773524399,9.067673964,9.608769273,,,,,,2.228151491,,,,,,,19950,64905,-0.49488313,470,,1428.971338
Andorra,1998,YR1998,92.92,-1.29993958,3.194787965,4.253303129,,,,,,1.499561642,,,,,,,19310,64246,-1.020519732,470,,1821.998731
Andorra,1999,YR1999,92.66,-0.687281205,4.099081148,4.523709736,,,,,,2.731976912,12.6,,,,,,19300,63985,-0.407078414,470,,1390.029647
Andorra,2000,YR2000,92.4,0.728200589,1.165787064,0.149965735,,,,,,4.513979824,11.3,,,,,,18790,64634,1.009190723,470,,1289.154203
Andorra,2001,YR2001,91.98,2.225003807,11.77027275,8.813975126,,,,,,2.770000016,11.8,,,,,,19620,66390,2.680585461,470,,1254.25139
Andorra,2002,YR2002,91.56,3.460638914,5.874302308,1.806047394,,,,,,3.399999944,11.2,,,,,,19710,69043,3.918305617,470,,1447.395153
Andorra,2003,YR2003,91.14,4.015438813,6.754385451,2.082226981,,,,,,2.88000003,10.3,,,,,,22720,72203,4.475209738,470,,1832.722981
Andorra,2004,YR2004,90.72,3.727334532,6.484810116,2.116064719,,,,,,3.349999989,10.9,,,,,,27840,75292,4.189229118,470,,2126.387688
Andorra,2005,YR2005,90.3,2.925763035,5.9178627,2.38762991,,,,,,3.10000004,10.7,,,,,,32650,77888,3.38980099,470,,2311.784077
Andorra,2006,YR2006,89.84,2.00713457,6.789935147,4.134693001,,,,,,3.200000015,10.6,,,,,,35620,79874,2.517849569,470,,2631.377069
Andorra,2007,YR2007,89.38,1.366865536,1.4280715,-0.461164971,,,,,,3.869999963,10.1,,,,,,37340,81390,1.880202228,470,,3011.773219
Andorra,2008,YR2008,88.92,0.931892164,3.570737186,2.081963495,,,,,,3.185098698,10.4,,,,,,41750,82577,1.447877605,470,,3391.470029
Andorra,2009,YR2009,88.46,0.804634077,,,,,,,,,9.9,,,,,,,83677,1.323295742,470,,3364.327079
Andorra,2010,YR2010,88,0.887216835,,,,,,,,,9.8,,,,,,,84864,1.408582631,470,,3099.413225
Andorra,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Angola,1993,YR1993,41.24,6.700777082,-24.7,-27.14233755,,,109.0577549,,1379.414274,1253.280568,52.039,,,18356023891.1543,1614.17758,39.42249068,310,11371750,3.297242646,1246700,41.47819512,
Angola,1994,YR1994,42.62,6.503666989,3.5,0.22823249,,,161.2079103,,948.8111888,2124.607237,51.842,,,19385298566.8611,1650.80172,52.10463213,190,11742960,3.212170237,1246700,41.71621951,
Angola,1995,YR1995,44,6.223935961,10.4,7.097194448,,,,-84.65071154,2671.792072,1895.206493,51.638,,,21899261745.8137,1809.093085,52.34999219,320,12105105,3.037335236,1246700,42.05092683,15.03546428
Angola,1996,YR1996,45,5.078506586,11.2,8.095832519,,,150.7068927,-94.21995659,4145.107647,5399.526172,51.434,,,24783186287.3252,1990.18177,48.99108822,380,12452725,2.831221001,1246700,42.50160976,10.96126436
Angola,1997,YR1997,46,4.887793482,7.9,5.036283138,,,135.9897284,-29.11161789,219.1767212,94.319571,51.222,,,27256563662.0865,2130.711279,46.19588488,470,12792237,2.68990281,1246700,43.06163415,13.08041692
Angola,1998,YR1998,47,4.819666742,6.804762114,3.991800264,,,130.0166418,7.155928155,107.2848215,35.31682521,50.987,,,29495153903.0797,2244.980894,29.48612231,460,13138265,2.66904622,1246700,43.71431707,8.826941906
Angola,1999,YR1999,48,4.907116992,3.239799671,0.387397223,,,178.9970633,-72.55504755,248.1959024,556.9392569,50.708,,,30897015034.6037,2286.707141,48.03855313,390,13511575,2.801776072,1246700,44.43909756,8.581016656
Angola,2000,YR2000,49,5.085694231,3.012076175,-0.056145764,,,152.4520565,-60.79751921,324.9968716,418.2329539,50.345,,58.64,32516273651.2563,2334.870224,63.340666,420,13926373,3.023765511,1246700,45.20492683,15.40121813
Angola,2001,YR2001,50,5.282981099,3.141966223,-0.168950876,,,151.5718252,-6.002628158,152.5610225,108.4808937,49.848,,,34298275609.2342,2383.770779,50.85385812,460,14388244,3.262710367,1246700,45.97331707,20.96574836
Angola,2002,YR2002,51,5.411282266,14.49054878,10.62898008,,,135.7320802,-10.50823578,108.8974361,120.5072557,49.196,,,39906223585.8180,2679.98343,48.87479896,610,14890474,3.431019537,1246700,46.71192683,17.82238909
Angola,2003,YR2003,52,5.435807785,3.308277922,-0.238981014,,,132.6827008,-3.171308222,98.2237177,102.5381077,48.391,,,42115016776.4901,2731.204439,48.31365328,690,15419943,3.4939992,1246700,47.39336585,23.54327605
Angola,2004,YR2004,53,5.331295483,11.18280776,7.437684837,,,123.392998,27.76957674,43.54194725,42.70546347,47.448,,,48151541017.9005,3017.494076,53.80066175,920,15957460,3.426475986,1246700,48.00370732,25.57645653
Angola,2005,YR2005,54,5.146046702,20.61324022,16.72499879,,,128.722577,25.17130593,22.96374444,33.99087713,46.408,,,60014300240.6138,3639.65212,65.1066698,1330,16489021,3.276833401,1246700,48.53843902,36.12720312
Angola,2006,YR2006,54.9,4.765745939,18.56333906,14.92953106,,,109.8903773,4.227447532,13.30325336,14.66347616,45.325,,,73469294492.7572,4319.089577,60.70561473,1920,17010366,3.112815744,1246700,49.00714634,64.12393236
Angola,2007,YR2007,55.8,4.608697215,22.7,19.09433384,,,117.4680251,13.04423608,12.24867552,4.117502747,44.26,,,92798102639.4926,5295.073287,59.96234788,2660,17525367,2.982645128,1246700,49.43529268,85.29308127
Angola,2008,YR2008,56.7,4.482961509,13.8,10.56606858,,,127.5432028,-5.983145018,12.47371341,19.69513954,43.261,,,107904461281.8580,5982.075432,66.84154739,3390,18037964,2.882927374,1246700,49.84741463,148.8788168
Angola,2009,YR2009,57.6,4.40152013,0.65845759,-2.147001821,,,98.46368114,22.81167477,13.73145114,-5.805311711,42.355,,,110595314979.5150,5960.36807,38.26943658,3770,18555115,2.826684433,1246700,50.25102439,201.2570163
Angola,2010,YR2010,58.5,4.34995649,5.883141844,2.959536394,,,100.1788346,-0.457054703,14.4705412,23.10623486,41.551,,,118050602071.0780,6186.489994,46.08359414,3960,19082000,2.799537836,1246700,50.65365854,123.2010963
Angola,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1993,YR1993,34.56,1.418837537,5.390102213,3.070285745,,,186.9362844,10.22438699,,2.224074664,,,,785288218.8838,12037.28224,,6770,65238,2.225758342,440,,
Antigua and Barbuda,1994,YR1994,34.28,1.694725448,6.327624895,3.693872381,,,116.0756583,9.829004943,,3.020838953,,,,851978693.5632,12736.0594,,7150,66895,2.508210468,440,,
Antigua and Barbuda,1995,YR1995,34,1.757879725,-4.176822709,-6.615607866,,,180.8963434,9.27880872,,3.126899249,21.6,,,835386029.1344,12170.18777,,6890,68642,2.578036636,440,,380.1742919
Antigua and Barbuda,1996,YR1996,33.62,1.475924942,6.739561478,4.000241008,,,174.2282163,9.441066279,,2.57501583,,,,907476739.2233,12881.14605,,7110,70450,2.599864606,440,,397.3544974
Antigua and Barbuda,1997,YR1997,33.24,1.485797423,4.885845391,2.170955004,,,158.9333195,9.599122095,,2.174710864,21.9,,,970163431.4213,13414.49948,,7610,72322,2.622513222,440,74.73170732,394.5473251
Antigua and Barbuda,1998,YR1998,32.86,1.400314225,4.40767125,1.778832728,,,154.1556687,9.548329468,,2.416086141,,,,1026280926.5271,13833.14364,,7730,74190,2.550099963,440,,399.8998999
Antigua and Barbuda,1999,YR1999,32.48,1.227498487,4.121605395,1.661932016,,,153.7392045,10.99571779,1.121287896,0.969550784,,,,1084240979.4851,14269.14496,,8010,75985,2.390658218,440,,406.4197531
Antigua and Barbuda,2000,YR2000,32.1,0.998437887,1.480623125,-0.703034561,,,120.2851466,-7.539706656,0.771779797,21.31862218,21.1,,,1124100259.9587,14475.38194,,8490,77656,2.175286402,440,,411.2554113
Antigua and Barbuda,2001,YR2001,31.82,1.048445832,2.211641092,0.263338604,,,117.3711847,15.32167049,1.402796636,-3.206067063,,8.399999619,,1175009882.6671,14842.54257,,9230,79165,1.924546554,440,,470.6985466
Antigua and Barbuda,2002,YR2002,31.54,0.797141384,2.523173733,0.814178253,,,109.6084242,10.14403728,2.407658013,1.129317692,18.1,,,1224227891.4327,15206.47759,,9630,80507,1.680985521,440,75.2804878,479.1666667
Antigua and Barbuda,2003,YR2003,31.26,0.598842742,5.070968425,3.5164283,,,115.0905605,12.60507272,1.993530552,0.192627847,,,,1314032870.4037,16080.48449,,10260,81716,1.490568396,440,,463.1915866
Antigua and Barbuda,2004,YR2004,30.98,0.463958218,7.033822021,5.584101502,,,117.104999,12.42266338,2.030077579,-0.407633673,,,,1446314826.2006,17459.55752,,11260,82838,1.363707218,440,,463.4146341
Antigua and Barbuda,2005,YR2005,30.7,0.38502248,4.187961302,2.849544048,,,114.3165162,4.781416222,2.098751967,6.310777326,,,,1557148205.2424,18556.03467,,12000,83916,1.29294052,440,,494.7089947
Antigua and Barbuda,2006,YR2006,30.62,0.966082823,13.2769988,11.89557199,,,112.4485915,10.55577398,1.787785374,0.302847962,,,,1821261826.0207,21438.71629,,13440,84952,1.227009259,440,,534.0946347
Antigua and Barbuda,2007,YR2007,30.54,0.888871499,10.65494361,9.389175183,,,111.823725,7.804100465,1.416052594,2.443723903,,,,2074588043.0165,24141.36316,,14940,85935,1.150480543,440,,597.5381396
Antigua and Barbuda,2008,YR2008,30.46,0.83252174,0.727804099,-0.368966226,,,109.9316062,6.375914939,5.333806398,3.810247836,,,,2135203530.5699,24576.18502,,15210,86881,1.094816972,440,,601.8928464
Antigua and Barbuda,2009,YR2009,30.38,0.791506288,-11.25497647,-12.18586833,,,103.2209736,7.409730056,-0.550159996,2.472438981,,,,1929435857.7912,21974.85089,,13690,87802,1.054491318,440,,600.8479133
Antigua and Barbuda,2010,YR2010,30.3,0.765155846,-5.197799536,-5.411104487,,,97.90476,8.867358782,3.370025402,1.958336043,,,,1843968170.9679,20954.18376,,13280,88000,1.028834311,440,,689.6866917
Antigua and Barbuda,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Arab World,1993,YR1993,50.31894469,3.211316214,2.83505849,0.407394871,,,66.87174096,,,4.399987767,32.67048405,,,1064305083013.6200,4355.874641,21.03741527,2066.715683,244337858.8,2.41781357,13623990,64.55210925,
Arab World,1994,YR1994,50.69650028,3.094180201,3.617284964,1.261536875,,,63.64602111,,,7.331188876,31.93930809,,,1123065533505.5100,4491.864442,19.15121664,2049.024004,250022134,2.326399699,13623990,64.99059912,
Arab World,1995,YR1995,51.36031984,4.222938177,2.846149964,-0.028901085,,,66.64871819,,,6.262106675,31.17735777,,,1183299700836.8300,4600.475525,19.5833471,2090.078082,257212476.1,2.87588221,13623990,65.46424799,75.99243506
Arab World,1996,YR1996,51.63758091,2.689237939,4.59739297,2.408050325,,,66.37117284,,,7.106611776,30.58374737,,,1260289200815.5800,4797.239738,21.5940752,2193.718536,262711323.5,2.137861856,13623990,65.86494583,80.04583834
Arab World,1997,YR1997,51.91717291,2.642458925,3.671272696,1.549205408,,,64.35712979,,,4.083454285,30.05401253,,,1331789474102.2100,4965.636049,19.03876405,2272.366425,268201185.3,2.089693641,13623990,66.26260318,85.98488788
Arab World,1998,YR1998,52.19987181,2.620237749,4.323455469,2.21328547,4.21138932,2.103486104,59.13757104,,,1.346385534,29.56162289,,,1419026018078.2300,5183.881318,12.26205036,2269.836763,273738137.7,2.064477224,13623990,66.64827629,88.06468728
Arab World,1999,YR1999,52.48566256,2.63167421,2.468241479,0.387379368,1.043727473,-1.008206482,58.84957758,,,5.852702084,29.11188557,,,1487408901480.3900,5323.348538,15.35077935,2263.862245,279412270.5,2.072832385,13623990,67.03975049,95.1050888
Arab World,2000,YR2000,52.78439285,2.715798124,4.791657377,2.601641891,3.77137569,1.602682824,65.06446762,,,9.224628259,28.74702327,,,1585897663911.3000,5557.216116,24.4630419,2373.565322,285376280.3,2.13448386,13623990,67.41055015,100.7257773
Arab World,2001,YR2001,53.09321911,2.747317393,1.874273714,-0.269599931,2.173803497,0.023626455,66.76481496,,,0.783063654,28.40290654,,,1651828158341.7200,5666.436521,19.14284832,2591.026072,291510926.2,2.149669152,13623990,67.76571182,102.7725129
Arab World,2002,YR2002,53.41038269,2.805302503,1.881100476,-0.306981936,1.277370123,-0.897746078,68.37344525,,,3.185447964,28.09321094,,,1709223428298.6400,5737.399831,18.61745779,2582.294823,297909066.6,2.194820112,13623990,68.08985514,102.1976683
